wall_time,seq,frame_idx,rtt_ps,rtt_ns,t1_ps,t2_ps,t3_ps,t4_ps,rssi
2026-04-01T03:25:21.501,29,0,10937,10.937,148703309919876,53341060876562,53341150196875,148703399251126,-36
2026-04-01T03:25:21.508,29,1,9374,9.374,148705394919876,53343145845312,53343231196875,148705480280813,-36
2026-04-01T03:25:21.515,29,2,7812,7.812,148707503919876,53345254815625,53345340196875,148707589308938,-36
2026-04-01T03:25:21.523,29,3,9375,9.375,148709612919876,53347363787500,53347449196875,148709698338626,-36
2026-04-01T03:25:21.529,29,4,7812,7.812,148711703919876,53349454757812,53349540196875,148711789366751,-36
2026-04-01T03:25:21.537,29,5,9375,9.375,148713812919876,53351563728125,53351649196875,148713898398001,-39
2026-04-01T03:25:21.544,29,6,6250,6.250,148715930919876,53353681696875,53353767196875,148716016426126,-39
2026-04-01T03:25:21.552,29,7,7812,7.812,148718021919876,53355772668750,53355858196875,148718107455813,-36
2026-04-01T03:25:21.558,29,8,9374,9.374,148804391919876,53442141460937,53442231196875,148804481665188,-36
2026-04-01T03:25:21.566,29,9,9375,9.375,148808511932376,53446261415625,53446347196875,148808597723001,-36
2026-04-01T03:25:21.573,29,10,9374,9.374,148808712932376,53446462414062,53446548196875,148808798724563,-36
2026-04-01T03:25:21.580,29,11,7812,7.812,148810714919876,53448464371875,53448550196875,148810800752688,-39
2026-04-01T03:25:21.588,29,12,9375,9.375,148812823919876,53450573343750,53450659196875,148812909782376,-36
2026-04-01T03:25:21.595,29,13,7812,7.812,148814923932376,53452673325000,53452759196875,148815009812063,-39
2026-04-01T03:25:21.602,29,14,7812,7.812,148817068919876,53454818282812,53454905196875,148817155841751,-39
2026-04-01T03:25:21.609,29,15,6250,6.250,148819133919876,53456883253125,53456969196875,148819219869876,-39
2026-04-01T03:25:21.617,29,16,10937,10.937,148905524932376,53543273059375,53543362196875,148905614080813,-37
2026-04-01T03:25:21.624,29,17,7812,7.812,148907627919876,53545376015625,53545461196875,148907713108938,-40
2026-04-01T03:25:21.632,29,18,7812,7.812,148909744919876,53547492985937,53547578196875,148909830138626,-36
2026-04-01T03:25:21.639,29,19,7812,7.812,148911832932376,53549580968750,53549666196875,148911918168313,-37
2026-04-01T03:25:21.646,29,20,9375,9.375,148913949932376,53551697940625,53551783196875,148914035198001,-37
2026-04-01T03:25:21.653,29,21,9374,9.374,148916066919876,53553814898437,53553900196875,148916152227688,-36
2026-04-01T03:25:21.661,29,22,7812,7.812,148919773919876,53557521845312,53557607196875,148919859279251,-40
2026-04-01T03:25:21.669,29,23,7812,7.812,148920273919876,53558021839062,53558107196875,148920359285501,-36
2026-04-01T03:25:21.675,29,24,9374,9.374,149006892919876,53644639626562,53644729196875,149006982499563,-40
2026-04-01T03:25:21.682,29,25,7812,7.812,149008951932376,53646698609375,53646784196875,149009037527688,-40
2026-04-01T03:25:21.690,29,26,7812,7.812,149011087919876,53648834567187,53648920196875,149011173557376,-40
2026-04-01T03:25:21.697,29,27,7812,7.812,149013187932376,53650934550000,53651020196875,149013273587063,-40
2026-04-01T03:25:21.704,29,28,7812,7.812,149015323919876,53653070507812,53653156196875,149015409616751,-36
2026-04-01T03:25:21.711,29,29,7812,7.812,149017414932376,53655161490625,53655247196875,149017500646438,-40
2026-04-01T03:25:21.718,29,30,9375,9.375,149019533932376,53657280462500,53657366196875,149019619676126,-37
2026-04-01T03:25:21.726,29,31,7812,7.812,149021615932376,53659362432812,53659448196875,149021701704251,-37
2026-04-01T03:25:21.733,29,32,6250,6.250,149111115932376,53748861178125,53748951196875,149111205957376,-40
2026-04-01T03:25:21.741,29,33,7812,7.812,149113183932376,53750929150000,53751015196875,149113269987063,-40
2026-04-01T03:25:21.748,29,34,7812,7.812,149115319919876,53753065107812,53753151196875,149115406016751,-37
2026-04-01T03:25:21.755,29,35,9374,9.374,149117410932376,53755156092187,53755241196875,149117496046438,-37
2026-04-01T03:25:21.761,29,36,6250,6.250,149119554919876,53757300046875,53757385196875,149119640076126,-40
2026-04-01T03:25:21.770,29,37,7812,7.812,149121644932376,53759390031250,53759475196875,149121730105813,-40
2026-04-01T03:25:21.777,29,38,7812,7.812,149123779919876,53761524989062,53761610196875,149123865135501,-40
2026-04-01T03:25:21.784,29,39,7812,7.812,149128528919876,53766273923437,53766359196875,149128614201126,-37
2026-04-01T03:25:21.791,29,40,7812,7.812,149210334919876,53848078776562,53848168196875,149210424348001,-40
2026-04-01T03:25:21.798,29,41,7812,7.812,149212402919876,53850146748437,53850232196875,149212488376126,-40
2026-04-01T03:25:21.806,29,42,6249,6.249,149214520919876,53852264717187,53852350196875,149214606405813,-40
2026-04-01T03:25:21.813,29,43,7812,7.812,149216611932376,53854355701562,53854441196875,149216697435501,-40
2026-04-01T03:25:21.820,29,44,7812,7.812,149218747919876,53856491659375,53856577196875,149218833465188,-40
2026-04-01T03:25:21.828,29,45,9374,9.374,149220838932376,53858582642187,53858668196875,149220924496438,-40
2026-04-01T03:25:21.835,29,46,7812,7.812,149222974919876,53860718600000,53860804196875,149223060524563,-40
2026-04-01T03:25:21.843,29,47,7812,7.812,149225047932376,53862791582812,53862877196875,149225133554251,-40
2026-04-01T03:25:21.850,29,48,7812,7.812,149310740919876,53948483370312,53948573196875,149310830754251,-40
2026-04-01T03:25:21.857,29,49,7812,7.812,149312322932376,53950065360937,53950151196875,149312408776126,-37
2026-04-01T03:25:21.865,29,50,7812,7.812,149314458919876,53952201318750,53952287196875,149314544805813,-40
