wall_time,seq,timestamp_ms,rtt_raw_ns,rtt_est_ns,dist_cm,n_frames,status
2026-04-01T03:15:02.088,21,40323,18,18,270,62,SUCCESS
2026-04-01T03:15:03.831,22,42065,18,18,270,60,SUCCESS
2026-04-01T03:15:05.570,23,43805,16,16,240,61,SUCCESS
2026-04-01T03:15:07.312,24,45546,17,17,255,62,SUCCESS
2026-04-01T03:15:09.051,25,47287,17,17,255,61,SUCCESS
2026-04-01T03:15:10.791,26,49027,17,17,255,62,SUCCESS
2026-04-01T03:15:12.534,27,50769,17,17,255,60,SUCCESS
2026-04-01T03:15:14.272,28,52509,17,17,255,62,SUCCESS
2026-04-01T03:15:16.015,29,54250,17,17,255,62,SUCCESS
2026-04-01T03:15:17.755,30,55991,17,17,255,62,SUCCESS
2026-04-01T03:15:19.496,31,57732,17,17,255,62,SUCCESS
2026-04-01T03:15:21.238,32,59474,17,17,255,61,SUCCESS
2026-04-01T03:15:22.981,33,61216,18,18,270,62,SUCCESS
2026-04-01T03:15:24.716,34,62953,17,17,255,62,SUCCESS
2026-04-01T03:15:26.458,35,64695,18,18,270,61,SUCCESS
2026-04-01T03:15:28.201,36,66435,17,17,255,62,SUCCESS
2026-04-01T03:15:29.940,37,68176,18,18,270,61,SUCCESS
2026-04-01T03:15:31.681,38,69917,18,18,270,62,SUCCESS
2026-04-01T03:15:33.422,39,71658,18,18,270,62,SUCCESS
2026-04-01T03:15:35.163,40,73400,18,18,270,62,SUCCESS
2026-04-01T03:15:36.904,41,75139,19,19,285,62,SUCCESS
2026-04-01T03:15:38.645,42,76880,19,19,285,59,SUCCESS
2026-04-01T03:15:40.386,43,78621,19,19,285,62,SUCCESS
2026-04-01T03:15:42.125,44,80362,19,19,285,62,SUCCESS
2026-04-01T03:15:43.870,45,82106,18,18,270,62,SUCCESS
2026-04-01T03:15:45.606,46,83843,18,18,270,62,SUCCESS
2026-04-01T03:15:47.348,47,85584,18,18,270,62,SUCCESS
2026-04-01T03:15:49.089,48,87325,18,18,270,62,SUCCESS
2026-04-01T03:15:50.830,49,89066,18,18,270,59,SUCCESS
2026-04-01T03:15:52.571,50,90806,18,18,270,62,SUCCESS
2026-04-01T03:15:54.310,51,92547,18,18,270,62,SUCCESS
2026-04-01T03:15:56.050,52,94288,18,18,270,60,SUCCESS
2026-04-01T03:15:57.792,53,96029,18,18,270,61,SUCCESS
2026-04-01T03:15:59.534,54,97770,19,19,285,61,SUCCESS
2026-04-01T03:16:01.274,55,99511,18,18,270,62,SUCCESS
2026-04-01T03:16:03.015,56,101251,19,19,285,62,SUCCESS
