wall_time,seq,frame_idx,rtt_ps,rtt_ns,t1_ps,t2_ps,t3_ps,t4_ps,rssi
2026-04-01T02:47:56.451,24,0,40624,40.624,9395457341188,44344598517187,44344688196875,9395547061500,-71
2026-04-01T02:47:56.458,24,1,42187,42.187,9401809341188,44350950425000,44351036196875,9401895155250,-71
2026-04-01T02:47:56.465,24,2,40625,40.625,9403891341188,44353032393750,44353118196875,9403977184938,-71
2026-04-01T02:47:56.470,24,3,40625,40.625,9406018341188,44355159362500,44355245196875,9406104216188,-70
2026-04-01T02:47:56.477,24,4,40625,40.625,9408127341188,44357268331250,44357354196875,9408213247438,-70
2026-04-01T02:47:56.485,24,5,39062,39.062,9410200341188,44359341300000,44359428196875,9410287277125,-71
2026-04-01T02:47:56.492,24,6,39062,39.062,9496681353688,44445821053125,44445910196875,9496770536500,-70
2026-04-01T02:47:56.499,24,7,40624,40.624,9498754341188,44447894010937,44447979196875,9498839567750,-70
2026-04-01T02:47:56.506,24,8,42187,42.187,9500892341188,44450031981250,44450117196875,9500977599000,-71
2026-04-01T02:47:56.514,24,9,40624,40.624,9502997341188,44452136948437,44452222196875,9503082630250,-71
2026-04-01T02:47:56.520,24,10,39062,39.062,9505105353688,44454244929687,44454330196875,9505190659938,-71
2026-04-01T02:47:56.527,24,11,43749,43.749,9507213353688,44456352901562,44456438196875,9507298692750,-71
2026-04-01T02:47:56.534,24,12,39062,39.062,9509349341188,44458488854687,44458574196875,9509434722438,-71
2026-04-01T02:47:56.542,24,13,40625,40.625,9511422353688,44460561837500,44460647196875,9511507753688,-71
2026-04-01T02:47:56.547,24,14,40625,40.625,9598110341188,44547248562500,44547338196875,9598200016188,-71
2026-04-01T02:47:56.554,24,15,40624,40.624,9601442341188,44550580514062,44550666196875,9601528064625,-71
2026-04-01T02:47:56.562,24,16,39062,39.062,9609997341188,44559135387500,44559221196875,9610083189625,-70
2026-04-01T02:47:56.570,24,17,40624,40.624,9610207341188,44559345385937,44559431196875,9610293192750,-70
2026-04-01T02:47:56.576,24,18,40625,40.625,9610759341188,44559897378125,44559983196875,9610845200563,-70
2026-04-01T02:47:56.583,24,19,40625,40.625,9612841341188,44561979346875,44562065196875,9612927231813,-71
2026-04-01T02:47:56.590,24,20,43749,43.749,9699051353688,44648188104687,44648278196875,9699141489625,-70
2026-04-01T02:47:56.597,24,21,45312,45.312,9701146341188,44650283062500,44650368196875,9701231520875,-71
2026-04-01T02:47:56.605,24,22,43749,43.749,9703272341188,44652409029687,44652494196875,9703357552125,-71
2026-04-01T02:47:56.611,24,23,46875,46.875,9705389341188,44654526000000,44654611196875,9705474584938,-71
