wall_time,seq,frame_idx,rtt_ps,rtt_ns,t1_ps,t2_ps,t3_ps,t4_ps,rssi
2026-04-01T02:41:58.174,26,2,17187,17.187,214054024762500,48031246103125,48031331196875,214054109873437,-64
2026-04-01T02:41:58.181,26,3,18749,18.749,214055989775000,48033211085937,48033296196875,214056074904687,-64
2026-04-01T02:41:58.189,26,4,18750,18.750,214058396762500,48035618037500,48035703196875,214058481940625,-64
2026-04-01T02:41:58.196,26,5,18749,18.749,214060225775000,48037447023437,48037532196875,214060310967187,-64
2026-04-01T02:41:58.204,26,6,18750,18.750,214062333762500,48039554978125,48039640196875,214062419000000,-64
2026-04-01T02:41:58.212,26,7,18749,18.749,214148911762500,48126131664062,48126221196875,214149001314062,-63
2026-04-01T02:41:58.219,26,8,18750,18.750,214152661762500,48129881606250,48129967196875,214152747371875,-63
2026-04-01T02:41:58.227,26,9,18750,18.750,214154979762500,48132199571875,48132285196875,214155065406250,-63
2026-04-01T02:41:58.235,26,10,18750,18.750,214157043762500,48134263540625,48134349196875,214157129437500,-63
2026-04-01T02:41:58.243,26,11,18750,18.750,214159152775000,48136372521875,48136458196875,214159238468750,-63
2026-04-01T02:41:58.251,26,12,18750,18.750,214161825762500,48139045468750,48139131196875,214161911509375,-63
2026-04-01T02:41:58.256,26,13,18749,18.749,214163368762500,48140588445312,48140674196875,214163454532812,-63
2026-04-01T02:41:58.264,26,14,18750,18.750,214249743775000,48226962146875,48227052196875,214249833843750,-63
2026-04-01T02:41:58.270,26,15,18749,18.749,214253976762500,48231195070312,48231280196875,214254061907812,-63
2026-04-01T02:41:58.277,26,16,18749,18.749,214256057762500,48233276039062,48233361196875,214256142939062,-63
2026-04-01T02:41:58.285,26,17,20312,20.312,214258172775000,48235391020312,48235476196875,214258257971875,-63
2026-04-01T02:41:58.292,26,18,20312,20.312,214260307762500,48237525975000,48237611196875,214260393004687,-63
2026-04-01T02:41:58.299,26,19,18749,18.749,214262406775000,48239624954687,48239710196875,214262492035937,-63
2026-04-01T02:41:58.307,26,20,18749,18.749,214264496775000,48241714923437,48241800196875,214264582067187,-63
2026-04-01T02:41:58.314,26,21,18749,18.749,214350932762500,48328149598437,48328239196875,214351022379687,-63
2026-04-01T02:41:58.322,26,22,17187,17.187,214352973775000,48330190579687,48330276196875,214353059409375,-63
2026-04-01T02:41:58.329,26,23,18749,18.749,214355091775000,48332308548437,48332394196875,214355177442187,-63
2026-04-01T02:41:58.337,26,24,18750,18.750,214357242762500,48334459503125,48334545196875,214357328475000,-63
